#      ID           Name         RA        DEC      X      Y       F_int     F_peak  F_int(fit)  F_pk(fit)  Maj(fit)  Min(fit) P.A.(fit) Maj(fit_deconv.)   Min(fit_deconv.) P.A.(fit_deconv.)      Alpha      Beta  Chisq(fit)  RMS(image)  RMS(fit) Nfree(fit) NDoF(fit) NPix(fit) NPix(obj) Guess?
#      --             --      [deg]      [deg]  [pix]  [pix]        [Jy]  [Jy/beam]        [Jy]  [Jy/beam]  [arcsec]  [arcsec]     [deg]         [arcsec]           [arcsec]             [deg]         --        --          --   [Jy/beam] [Jy/beam]         --        --        --        --     --
     659a J124008-445410 190.036347 -44.902984  377.5 1048.8     0.00731     0.0197      0.0167     0.0203    56.490    37.605    105.66           26.700            0.00000            248.86  -1.103616   0.00000      0.0668     0.00267     0.069          6         7        14        14      0
     660a J124010-432001 190.044426 -43.333849  358.0 1613.3     0.03917     0.0447      0.0446     0.0457    58.715    42.792    142.85            9.313            0.00000            290.08  -2.640220   0.00000      8.8549     0.00121     0.381          6        54        61        61      0
     661a J124014-442947 190.059402 -44.496405  367.0 1194.9     0.00352     0.0069      0.0074     0.0070    60.075    45.088    106.04           33.948            0.00000            252.30   0.008616   0.00000      0.0642     0.00094     0.057          6        13        20        20      0
     662a J124014-435957 190.059438 -43.999185  361.4 1373.8     0.01110     0.0120      0.0154     0.0126    66.036    47.665    155.66           31.873           15.56040            304.39  -3.268855   0.00000      3.0333     0.00081     0.257          6        39        46        46      0
     663a J124014-432240 190.060260 -43.377905  354.3 1597.3     0.03098     0.0326      0.0370     0.0337    60.424    46.899    135.23           23.462            0.00000            282.85  -1.295034   0.00000     11.0908     0.00116     0.434          6        52        59        59      0
     664a J124015-445233 190.064504 -44.876802  370.0 1058.0     2.52652     1.6911      1.6911     1.6911    58.661    43.973    147.38            0.012            0.00055            294.77  -3.223939  -6.80886    999.0000     0.00277     0.000          0         0         0       226      1
     664b J124015-445233 190.094737 -44.851107  362.0 1067.0     2.52652     1.6911      0.0255     0.0255    58.661    43.973    147.38            0.012            0.00055            294.77   0.591534   0.12081    999.0000     0.00277     0.000          0         0         0       226      1
     664c J124015-445233 190.065496 -44.899014  370.0 1050.0     2.52652     1.6911      0.0141     0.0141    58.661    43.973    147.38            0.012            0.00055            294.77   0.001951   0.00097    999.0000     0.00277     0.000          0         0         0       226      1
     665a J124015-452000 190.065797 -45.333181  374.9  893.8     0.02790     0.0284      0.0324     0.0291    63.166    45.542    140.48           25.169            7.46634            287.03  -0.904798   0.00000     13.8119     0.00082     0.461          6        58        65        65      0
     666a J124018-461816 190.077972 -46.304615  383.1  544.2     0.00435     0.0057      0.0072     0.0058    63.851    50.662    137.48           29.899           19.36156            284.85  -1.723184   0.00000      0.8953     0.00057     0.162          6        27        34        34      0
     667a J124019-434739 190.081505 -43.794614  353.4 1447.2     0.04904     0.0523      0.0537     0.0539    59.179    43.444    141.67           13.102            0.00000            288.86  -2.349750   0.00000     28.7877     0.00085     0.628          6        66        73        73      0
     668a J124022-433036 190.093637 -43.510153  347.1 1549.4     0.04417     0.0441      0.0501     0.0458    62.004    45.557    142.60           21.479            9.16085            289.61  -1.586009   0.00000     18.3126     0.00104     0.515          6        62        69        69      0
     669a J124028-430703 190.116935 -43.117424  336.6 1690.5     0.00927     0.0127      0.0179     0.0132    68.592    51.018    121.71           42.345           11.82746            264.57   0.013627   0.00000      0.1197     0.00151     0.064          6        22        29        29      0
     670a J124028-442209 190.118641 -44.369566  350.3 1240.1     0.01537     0.0168      0.0201     0.0171    64.448    47.062    141.70           27.765           14.92656            288.38  -0.583924   0.00000      2.8605     0.00099     0.239          6        43        50        50      0
     671a J124030-462728 190.128974 -46.457947  372.2  488.6     0.00492     0.0067      0.0082     0.0069    65.539    47.144    150.50           29.496           16.52361            298.38  -1.508388   0.00000      0.6247     0.00068     0.140          6        25        32        32      0
     672a J124041-450555 190.172045 -45.098344  345.2  977.4     0.00512     0.0083      0.0142     0.0085    75.329    57.442     67.88           60.910            0.00000            164.95   0.001306   0.00000      0.0166     0.00134     0.027          6        15        22        22      0
     673a J124047-425721 190.198288 -42.956066  313.3 1747.8     0.01116     0.0180      0.0236     0.0184    66.156    50.166    117.39           40.182            0.00000            261.32   0.010943   0.00000      0.0443     0.00238     0.043          6        17        24        24      0
     674a J124047-433114 190.199271 -43.520626  319.6 1544.8     0.05337     0.0551      0.0593     0.0575    60.948    43.618    139.89           19.626            0.00000            286.58  -2.423859   0.00000     32.5664     0.00119     0.677          6        64        71        71      0
     675a J124049-464423 190.206475 -46.739687  356.5  386.7     0.03103     0.0319      0.0362     0.0330    60.307    46.889    141.24           19.793            8.30325            288.77  -2.074093   0.00000      7.9149     0.00109     0.354          6        56        63        63      0
     676a J124051-454234 190.215547 -45.709664  341.6  757.1     0.00423     0.0062      0.0087     0.0063    66.785    53.195    140.89           33.842           27.74828            288.02  -0.014358  -0.00728      0.6098     0.00077     0.150          6        20        27        27      0
     677a J124058-464142 190.243982 -46.695165  346.7  402.4     0.00683     0.0106      0.0117     0.0111    59.100    46.255    148.28           14.462            6.96430            295.62  -0.002594   0.00000      0.3663     0.00110     0.116          6        20        27        27      0
     678a J124059-454119 190.246042 -45.688619  333.7  764.4     0.02040     0.0222      0.0248     0.0233    62.271    44.151    141.76           22.245            0.00000            288.45  -1.876325   0.00000      9.3134     0.00085     0.415          6        47        54        54      0
     679a J124101-432626 190.255085 -43.440709  304.1 1573.0     0.02995     0.0357      0.0373     0.0365    59.888    44.031    134.50           20.822            0.00000            281.31  -1.161336   0.00000      4.5537     0.00149     0.305          6        42        49        49      0
     680a J124104-432822 190.275564 -43.473183  299.2 1561.2     0.06033     0.0843      0.1054     0.0843    63.386    50.854    134.72           30.641           17.03862            282.44  -2.792397   0.00000     43.5404     0.00139     0.874          6        50        57        57      0
     681a J124105-442801 190.271226 -44.467066  312.3 1203.7     0.01891     0.0202      0.0245     0.0213    63.112    46.997    147.30           23.280           16.58631            294.68   0.011317   0.00000      6.5006     0.00113     0.361          6        43        50        50      0
     682a J124105-462815 190.273680 -46.470787  336.6  482.8     0.02875     0.0302      0.0322     0.0308    62.704    42.935    137.75           24.810            0.00000            283.57  -2.411218   0.00000     18.9491     0.00081     0.524          6        62        69        69      0
     683a J124106-444616 190.275187 -44.771686  315.0 1094.0     0.01146     0.0179      0.0247     0.0180    71.821    49.213    145.12           41.500           21.97925            291.85   0.015989   0.00000      0.1075     0.00242     0.066          6        18        25        25      0
     684a J124106-440600 190.275598 -44.101202  306.7 1335.3     0.02936     0.0124      0.0278     0.0124    89.227    64.676    137.89           67.725           46.72326            281.17  -1.795840   0.00000      1.8725     0.00104     0.121          6       109       128       128      0
     684b J124106-440600 190.285531 -44.080068  303.9 1342.8     0.02936     0.0124      0.0140     0.0053   104.760    64.587    108.16           90.660           39.39785            228.06  -0.183179   0.00000      1.8725     0.00104     0.121          6       109       128       128      0
